2026-04-26 21:41:17,563 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:41:17,564 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:42:17,564 | INFO | __main__ | Cycle started
2026-04-26 21:42:17,817 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:42:17,818 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:42:17,819 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:42:18,117 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:42:18,277 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:42:18,369 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:42:18,441 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:42:18,513 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:42:18,515 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:42:18,515 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:42:18,517 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:43:18,517 | INFO | __main__ | Cycle started
2026-04-26 21:43:19,467 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:43:19,468 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:43:19,468 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:43:19,711 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:43:19,808 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:43:19,910 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:43:20,008 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:43:20,090 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:43:20,091 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:43:20,092 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:43:20,097 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:44:20,098 | INFO | __main__ | Cycle started
2026-04-26 21:44:20,343 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:44:20,344 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:44:20,344 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:44:20,565 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:44:20,635 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:44:20,708 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:44:20,778 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:44:20,846 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:44:20,847 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:44:20,847 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:44:20,848 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:45:20,849 | INFO | __main__ | Cycle started
2026-04-26 21:45:21,085 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:45:21,086 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:45:21,086 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:45:21,421 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:45:21,549 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:45:21,665 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:45:21,782 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:45:21,902 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:45:21,905 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:45:21,905 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:45:21,906 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:46:21,906 | INFO | __main__ | Cycle started
2026-04-26 21:46:22,152 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:46:22,153 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:46:22,154 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:46:22,426 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:46:22,509 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:46:22,587 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:46:22,662 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:46:22,739 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:46:22,739 | INFO | __main__ | Sitemap source=The Block added=0 (total=0)
2026-04-26 21:46:22,740 | INFO | __main__ | Processing total candidate articles=0
2026-04-26 21:46:22,741 | INFO | __main__ | Crawler cycle finished, new_records=0
2026-04-26 21:47:22,740 | INFO | __main__ | Cycle started
2026-04-26 21:47:23,026 | INFO | httpx | HTTP Request: GET https://www.theblock.co/rss.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:47:23,028 | INFO | __main__ | Fetched RSS articles: 0
2026-04-26 21:47:23,028 | INFO | __main__ | Backfilling sitemap for source=The Block
2026-04-26 21:47:23,249 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:47:23,319 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap_index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:47:23,391 | INFO | httpx | HTTP Request: GET https://www.theblock.co/sitemap-index.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:47:23,461 | INFO | httpx | HTTP Request: GET https://www.theblock.co/post-sitemap.xml "HTTP/1.1 403 Forbidden"
2026-04-26 21:47:23,534 | INFO | httpx | HTTP Request: GET https://www.theblock.co/news-sitemap.xml "HTTP/1.1 403 Forbidden"
